Crash ID,Crash Date and Time,Hour of Day,Day of the week,Crash Type,Crash Severity,Property Damage Crash Indicator,Property Damage Indicator,Alcohol Involved,Aggressive Driver Involved,Bicycle Involved,Cell Phone Involved,Animal Involved,Animal Type,Drug Involved,Crash Location,Latitude,Longitude,YTD Indicator,ObjectID
3185016,4/17/2024 5:45:00 PM,13,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MONROE AVE NW &  PEARL ST NW,42.9665174994815,-85.6721451815814,YTD,1654
3185015,4/26/2024 8:41:00 PM,16,6,Other,Suspected Serious Injury (A),No,No,Yes,No,No,No,No,,No, ANN ST NW &  TURNER AVE NW,42.9956712117058,-85.6761573329036,YTD,1655
3185014,4/23/2024 12:30:00 AM,20,2,Other,Possible Injury (C),No,No,No,No,No,No,No,,No, BIRCHCREST DR SE &  28TH ST SE,42.9126332983929,-85.6103918829383,YTD,1656
3185013,4/23/2024 9:30:00 PM,17,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  LAKE EASTBROOK BLVD SE,42.9125302955817,-85.5735590963285,YTD,1657
3185012,4/18/2024 10:57:00 PM,18,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  KEN O SHA DR SE,42.9052765315333,-85.6272075442186,YTD,1658
3185011,4/19/2024 8:05:00 PM,16,6,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  28TH ST SE,42.9141475759762,-85.5835623947682,YTD,1659
3185010,4/9/2024 1:15:00 PM,9,3,Head On-Left Turn,No Injury (O),Yes,No,No,No,No,No,No,,No, ALPINE AVE NW &  MYRTLE ST NW,0,0,YTD,1660
3185009,4/27/2024 6:20:00 PM,14,7,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  BURTON ST SE,42.9270431123807,-85.5848086576271,YTD,1661
3185008,4/26/2024 8:56:00 PM,16,6,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,Yes,No,,No, UNIVERSITY DR SE & E BELTLINE AVE SE,0,0,YTD,1662
3185007,4/20/2024 9:25:00 PM,17,7,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  PRINCE ST SE,42.946512465902,-85.6463905857514,YTD,1663
3185006,4/28/2024 5:24:00 AM,1,1,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEXINGTON AVE NW &  LAKE MICHIGAN DR NW,42.9661614389138,-85.6838441658935,YTD,1664
3185005,4/28/2024 1:02:00 AM,21,7,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MADISON AVE SE &  HIGHLAND ST SE,42.9435557704823,-85.6590175217765,YTD,1665
3185004,4/18/2024 5:45:00 PM,13,5,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, EAST BELTLINE AVE   &  LAKE EASTBROOK BLVD  ,0,0,YTD,1666
3185003,4/23/2024 11:45:00 PM,19,3,Angle,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, BUTTERWORTH ST SW &  HOGADONE AVE SW,42.9587746288471,-85.6901220452423,YTD,1667
3185002,4/27/2024 12:00:00 AM,20,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MONROE AVE NW &  LYON ST NW,42.9672583899335,-85.6721782484769,YTD,1668
3185001,4/17/2024 3:50:00 PM,11,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  CALVIN COLLEGE DR SE,42.9294415177407,-85.5848206479333,YTD,1669
3185000,4/19/2024 2:05:00 AM,22,5,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CHATHAM ST NW &  INDIANA AVE NW,42.9690054878585,-85.6904121666844,YTD,1670
3184999,4/24/2024 5:54:00 PM,13,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE & E BELTLINE AVE ,42.9801642251407,-85.5907613179945,YTD,1671
3184998,4/17/2024 10:30:00 PM,18,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BROADWAY AVE NW &  BRIDGE ST NW,42.9705964841676,-85.6801903062829,YTD,1672
3184997,4/16/2024 7:55:00 PM,15,3,Sideswipe-Opposite,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, MARKET AVE SW &  GODFREY AVE SW,42.9548694425565,-85.6819761322365,YTD,1673
3184996,4/20/2024 3:51:00 PM,11,7,Head On-Left Turn,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, LANE AVE SW &  DAYTON ST NW,42.960932848379,-85.6923338907322,YTD,1674
3184995,4/19/2024 11:46:00 AM,7,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  FULLER AVE NE,42.9844258532659,-85.6393421076721,YTD,1675
3184994,4/26/2024 6:59:00 PM,14,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 4TH ST NW &  PETTIBONE AV NW,42.9751181691499,-85.6891096552053,YTD,1676
3184993,4/24/2024 8:34:00 PM,16,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CANTON ST SW &  IONIA AVE SW,42.9424054564874,-85.6687064046229,YTD,1677
3184992,4/16/2024 12:31:00 PM,8,3,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,No,No,No,No,,No, FRANKLIN ST SE &  MAJOR PL SE,42.9486668972988,-85.66460541083,YTD,1678
3184991,4/20/2024 12:53:00 AM,20,6,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, ALPINE AVE NW &  RICHMOND ST NW,42.9924734861537,-85.688244770088,YTD,1679
3184990,4/21/2024 10:10:00 PM,18,1,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, PLAINFIELD AVE NE &  COMSTOCK BLVD NE,43.0046646805607,-85.6522122375037,YTD,1680
3184989,4/19/2024 11:50:00 AM,7,6,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, COIT AVE NE &  ELMWOOD ST NE,0,0,YTD,1681
3184988,4/14/2024 2:06:00 PM,10,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NE &  LEWISON AVE NE,42.9844372576771,-85.6337153872378,YTD,1682
3184987,4/19/2024 10:10:00 PM,18,6,Other,Possible Injury (C),No,No,No,No,No,No,No,,No, IONIA AVE SW &  BARTLETT ST ST SW,42.9581112727135,-85.6701133534548,YTD,1683
3184986,4/13/2024 6:35:00 PM,14,7,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, BUCHANAN AVE SW &  BURTON ST SW,42.9276250876891,-85.6715567335308,YTD,1684
3184985,4/10/2024 9:00:00 PM,17,4,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, CENTURY   &  HALL/S US 131 CUTOFF  ,42.9406266995194,-85.6787159187829,YTD,1685
3184984,4/19/2024 4:00:00 AM,0,6,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE SE,0,0,YTD,1686
3184983,4/15/2024 3:05:00 PM,11,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MICHIGAN ST NW &  OTTAWA AVE NW,42.9704296005514,-85.6700783897866,YTD,1687
3184982,4/24/2024 12:01:00 PM,8,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BRETON RD SE &  43RD ST SE,42.8864427685231,-85.606517592495,YTD,1688
3184981,4/20/2024 5:10:00 AM,1,7,Rear End,Possible Injury (C),No,No,Yes,Yes,No,No,No,,No, FULLER AVE SE &  WORDEN ST SE,42.9472562331273,-85.6394236287292,YTD,1689
3184980,4/21/2024 5:05:00 AM,1,1,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, SEWARD AVE NW &  6TH ST NW,42.976966995428,-85.682922990708,YTD,1690
3184979,4/26/2024 7:29:00 PM,15,6,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE & E BELTLINE AVE ,42.9359324079157,-85.584908129762,YTD,1691
3184978,4/23/2024 8:18:00 PM,16,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, SCRIBNER AVE NW &  LEONARD ST NW,42.9848424025412,-85.6764087361764,YTD,1692
3184977,4/17/2024 11:14:00 AM,7,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MONROE AVE NW &  LEONARD ST NW,42.9847155664729,-85.6707076708291,YTD,1693
3184976,4/11/2024 6:40:00 PM,14,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CENTURY AVE SW &  HALL/S US 131 CUTOFF  ,42.9406484116596,-85.6786213435743,YTD,1694
3184975,4/21/2024 4:40:00 PM,12,1,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, BROWN ST SW & S DIVISION AVE ,42.9321252011512,-85.6682736746752,YTD,1695
3184974,4/25/2024 11:00:00 PM,19,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DICKINSON ST SE &  WILLARD AVE SE,42.9326622997591,-85.6517814345827,YTD,1696
3184973,4/24/2024 1:43:00 PM,9,4,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, TROWBRIDGE ST NW &  MONROE AVE NW,42.9735435694003,-85.6723857822628,YTD,1697
3184972,4/21/2024 1:52:00 PM,9,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, 32ND ST SE &  KALAMAZOO AVE SE,42.9058613747248,-85.627240028521,YTD,1698
3184971,4/26/2024 1:40:00 AM,21,5,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, GARDEN ST SE &  LAFAYETTE AVE SE,42.936979302279,-85.6608322594829,YTD,1699
3184970,4/23/2024 11:33:00 AM,7,3,Rear End,No Injury (O),Yes,No,No,Yes,No,Yes,No,,No, COVELL AVE NW &  BRIDGE ST NW,42.9721823419528,-85.7171090422027,YTD,1700
3184969,4/27/2024 3:29:00 AM,23,6,Head On,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, EASTERN AVE SE &  PRINCE ST SE,42.9462768124455,-85.6492429522152,YTD,1701
3184968,4/27/2024 2:54:00 AM,22,6,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, LAFAYETTE AVE SE &  WEALTHY ST SE,42.9557600390641,-85.6616926358432,YTD,1702
3184967,4/24/2024 7:02:00 PM,15,4,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No,E BELTLINE AVE SE &  BURTON ST SE,42.926870249292,-85.5847953614421,YTD,1703
3184966,4/20/2024 6:44:00 PM,14,7,Angle,Possible Injury (C),No,No,No,No,No,No,No,,No, 28TH ST SE &  EASTERN AVE SE,42.9127981929889,-85.6470781934649,YTD,1704
3184965,4/22/2024 3:59:00 PM,11,2,Single Motor Vehicle,Possible Injury (C),No,No,No,No,Yes,No,No,,No,E FULTON ST  &  JEFFERSON AV SE,42.9631315599585,-85.6636374510636,YTD,1705
3184964,4/24/2024 5:12:00 PM,13,4,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, NEWBERRY ST NW &  BOND AVE NW,0,0,YTD,1706
3184963,4/18/2024 12:00:00 PM,8,5,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, WATSON ST SW &  GARFIELD AVE SW,42.9619498097786,-85.6961756480869,YTD,1707
3184962,4/20/2024 2:30:00 PM,10,7,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No,S CASTLE RIDGE DR SE &  EASTCASTLE DR SE,0,0,YTD,1708
3184961,4/19/2024 8:04:00 PM,16,6,Sideswipe-Same,Possible Injury (C),No,No,No,No,No,No,No,,No, BROADWAY AVE NW &  MYRTLE ST NW,42.9886891824902,-85.67886343981,YTD,1709
3184960,4/21/2024 2:30:00 AM,22,7,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, MONROE CENTER ST NW &  OTTAWA AVE NW,42.9652673728729,-85.6705153139055,YTD,1710
3184959,4/17/2024 6:20:00 PM,14,4,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, 28TH ST SE &  MADISON AVE SE,0,0,YTD,1711
3184958,4/22/2024 6:10:00 PM,14,2,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,No,Yes,No,No,,No, COLLEGE AVE NE &  GRAND RAPIDS EASTERN RAILROAD  ,42.9741442220208,-85.6570236556709,YTD,1712
3184957,4/20/2024 6:59:00 AM,2,7,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LYDIA ST NE &  HARLAN AVE NE,42.9768824172721,-85.6512533157368,YTD,1713
3184956,4/23/2024 5:00:00 PM,13,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  CORINNE ST SW,42.9338886921001,-85.6669648076392,YTD,1714
3184955,4/15/2024 11:50:00 PM,19,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MICHIGAN ST NE &  FULLER AVE NE,42.9699808066252,-85.6398298884636,YTD,1715
3184954,4/19/2024 11:50:00 AM,7,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, WALKER AVE NW &  WHITE AVE NW,42.9820610522505,-85.6983831492146,YTD,1716
3184953,4/25/2024 10:10:00 PM,18,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, WORDEN ST SE &  DALLAS AVE SE,42.94741378707,-85.6440789963726,YTD,1717
3184952,4/19/2024 11:00:00 PM,19,6,Angle,Possible Injury (C),No,No,No,No,No,No,No,,No, JEFFERSON AVE SE &  FRANKLIN ST SE,42.9486545124575,-85.6639705079471,YTD,1718
3184951,4/23/2024 12:20:00 PM,8,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MADISON AVE SE &  BROOKSIDE DR SE,42.9186026911603,-85.6573122408036,YTD,1719
3184950,4/25/2024 2:40:00 PM,10,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  EDNA ST SE,42.9216327850934,-85.6332454262241,YTD,1720
3184949,4/23/2024 4:45:00 PM,12,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  BELTLINE AVE ,42.9860176658387,-85.5907264377165,YTD,1721
3184948,4/22/2024 9:10:00 PM,17,2,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  WINONA AVE NW,42.9714795525256,-85.7199751328536,YTD,1722
3184947,4/18/2024 5:24:00 AM,1,5,Sideswipe-Same,Possible Injury (C),No,No,Yes,Yes,No,No,No,,No, LEONARD ST NW &  ALPINE AVE NW,42.9852169536008,-85.6873062133345,YTD,1723
3184946,4/20/2024 11:10:00 PM,19,7,Angle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, SPARKS DR SE &  EAST PARIS AVE SE,42.9155251533701,-85.5688395225816,YTD,1724
3184945,4/26/2024 5:20:00 PM,13,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  BROADMOOR AVE SE,42.9125219821071,-85.5783307238042,YTD,1725
3184944,4/18/2024 7:45:00 PM,15,5,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, FULLER AVE NE &  MICHIGAN NE ,42.9736004929612,-85.6397701995446,YTD,1726
3184943,4/27/2024 1:52:00 AM,21,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CLANCY AVE NE &  HASTINGS ST NE,42.9721062357635,-85.6631429501981,YTD,1727
3184942,4/19/2024 1:43:00 AM,21,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, 3RD ST NW &  DAVIS AVE NW,42.9739125435287,-85.6845167740628,YTD,1728
3184941,4/18/2024 10:37:00 PM,18,5,Head On-Left Turn,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, STOCKING AVE NW &  4TH ST NW,42.9750725266153,-85.687590279819,YTD,1729
3184940,4/16/2024 7:29:00 PM,15,3,Angle,Possible Injury (C),No,No,No,No,No,No,No,,No, EASTERN AVE SE &  HANCOCK ST SE,42.9401365006235,-85.6490600172733,YTD,1730
3184939,3/23/2024 4:36:00 PM,12,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COLLEGE AVE NE &  BRADFORD ST NE,42.9774038410208,-85.6570453980939,YTD,1731
3184938,3/26/2024 9:25:00 PM,17,3,Head On,No Injury (O),Yes,No,No,Yes,No,No,No,,No, IONIA AVE SW &  HALL ST SW,42.9412677066374,-85.6697960464845,YTD,1732
3184937,3/20/2024 4:50:00 AM,0,4,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,No,No,No,No,,No, GRAHAM ST SW &  GRANDVILLE AVE SW,42.9511915191502,-85.6773026266145,YTD,1733
3184936,4/24/2024 8:14:00 PM,16,4,Sideswipe-Opposite,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, LEONARD ST NW &  CLOVERCREST AVE NW,42.9864365586562,-85.741413410531,YTD,1734
3184935,4/22/2024 6:35:00 PM,14,2,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LYON ST NE &  PROSPECT AVE AVE NE,42.9674172069071,-85.6602604960402,YTD,1735
3184934,4/22/2024 1:55:00 PM,9,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PLAINFIELD   &  E I 96/N PLAINFIELD RAMP  ,43.0190479245618,-85.6372092422523,YTD,1736
3184933,4/19/2024 6:16:00 PM,14,6,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GODFREY AVE SW &  CURVE ST SW,42.9433714705426,-85.6845963538438,YTD,1737
3184932,4/24/2024 11:52:00 AM,7,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  OAKLEIGH RD NW,42.9861273040854,-85.7272039386582,YTD,1738
3184931,4/25/2024 10:45:00 PM,18,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  LAKE EASTBROOK AVE SE,42.9125284486532,-85.5746849404678,YTD,1739
3184930,4/25/2024 11:55:00 AM,7,5,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  MALL DR SE,42.9144372542743,-85.5835836903665,YTD,1740
3184929,4/23/2024 7:10:00 PM,15,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  FULLER AVE NE,42.9844283304727,-85.6379986523364,YTD,1741
3184928,4/17/2024 7:30:00 PM,15,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, RAMP 078C   &  COLLEGE AVE NE,42.9723073682836,-85.6569891675567,YTD,1742
3184927,4/14/2024 5:43:00 AM,1,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, PARIS AVE NE &  WRIGHT ST NE,43.0166547372801,-85.6570512461147,YTD,1743
3184926,3/17/2024 11:45:00 PM,19,1,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 1550 LAKE DR SE   &  NORWOOD AVE SE,0,0,YTD,1744
3184925,3/21/2024 11:23:00 PM,19,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  DICKINSON ST SW,42.9329889411361,-85.666915560364,YTD,1745
3184924,4/28/2024 12:55:00 PM,8,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, ROBINSON RD SE   &  WOODMERE AVE SE  ,0,0,YTD,1746
3184923,4/18/2024 3:15:00 PM,11,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, SPENCER AVE NE &  COLLEGE AVE NE,42.9886030056626,-85.6575222065717,YTD,1747
3184922,3/14/2024 10:00:00 PM,18,5,Head On-Left Turn,Suspected Serious Injury (A),No,No,No,No,No,No,No,,No, BURTON ST SW   &  DIVISION AVE S  ,42.9275624422872,-85.6670250114311,YTD,1748
3184921,4/6/2024 4:30:00 AM,0,7,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NW &  SEWARD AVE NW,0,0,YTD,1749
3184920,3/12/2024 4:29:00 PM,12,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE EASTBROOK BLVD SE &  CAMELOT DR SE,42.918852621132,-85.5818474106098,YTD,1750
3184919,4/22/2024 7:40:00 PM,15,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARKET AVE SW   &  GODFREY AVE SW  ,42.954555436858,-85.6825657460769,YTD,1751
3184918,4/16/2024 7:40:00 PM,15,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  HUMBOLT ST SE,42.9417609608596,-85.6449137855234,YTD,1752
3184917,3/5/2024 8:32:00 AM,3,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, STRAIGHT AVE SW &  BUTTERWORTH ST SW,42.9591329422204,-85.6873590162125,YTD,1753
3184916,4/20/2024 12:50:00 AM,20,6,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, PEARL ST NW &  MONROE AVE NW,0,0,YTD,1754
3184915,4/28/2024 11:20:00 AM,7,1,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MADISON AVE SE   &  GILBERT ST SE  ,42.9390444413014,-85.6588319390349,YTD,1755
3184914,4/23/2024 6:45:00 PM,14,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, WEALTHY ST SE &  MADISON AVE SE,42.9557633932444,-85.6590890578884,YTD,1756
3184913,4/25/2024 4:45:00 PM,12,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, MONROE AVE NW &  MICHIGAN ST  NW,42.9698361728046,-85.6721736084653,YTD,1757
3184912,2/2/2024 2:25:00 AM,21,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, TURNER   &  LEONARD ST  ,42.9849255407263,-85.6775577027615,YTD,1758
3184911,9/6/2023 8:06:00 PM,16,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BRETON RD SE &  BURTON ST SE,42.9263215603053,-85.6090719556448,YTD,1759
3183987,4/11/2024 10:20:00 PM,18,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, EASTERN AVE SE &  OTTILLIA ST SE,42.9228056995641,-85.6477194187217,YTD,1760
3182776,4/25/2024 12:00:00 AM,20,4,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, NOBLE ST SE &  COOPER AVE SE,42.9396883093259,-85.6412800826705,YTD,1761
3182775,4/30/2024 12:20:00 PM,8,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ANN ST NE &  LAFAYETTE AVE  NE,42.9954464841386,-85.6612737034553,YTD,1762
3178458,5/3/2024 9:35:00 PM,17,6,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, OXFORD ST SW &  NORWICH AVE SW,42.946736525958,-85.6863947486449,YTD,1763
3176987,4/22/2024 10:20:00 PM,18,2,Head On-Left Turn,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, BRETON RD SE &  29TH ST SE,42.9108057832,-85.6080114428057,YTD,1764
3175443,4/30/2024 8:35:00 PM,16,3,Head On,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, FULLER AVE SE &  WEALTHY ST SE,42.9556522564443,-85.639541757111,YTD,1765
3175442,4/13/2024 6:35:00 PM,14,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PLYMOUTH AVE NE & E FULTON ST ,42.9630210184186,-85.6249752265128,YTD,1766
3175441,4/12/2024 1:15:00 PM,9,6,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, ATWOOD ST NE &  EASTERN AVE NE,42.9643028937594,-85.6501723310113,YTD,1767
3175440,4/8/2024 11:37:00 PM,19,2,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, MADISON AVE SE &  HALL ST SE,42.9412683718843,-85.6589894246169,YTD,1768
3175439,4/23/2024 8:10:00 PM,16,3,Other,Possible Injury (C),No,No,No,No,No,No,No,,No, MICHIGAN ST NE &  FULLER AVE NE,42.9699800513668,-85.6397116161161,YTD,1769
3175438,4/13/2024 4:49:00 PM,12,7,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  MAIN ST NE,43.0010194910647,-85.5904522195521,YTD,1770
3175437,4/10/2024 6:35:00 PM,14,4,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, PLAINFIELD AVE NE &  ABERDEEN ST NE,43.0061909583689,-85.651028301593,YTD,1771
3175436,4/8/2024 8:34:00 AM,4,2,Sideswipe-Same,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, UNION AVE SE &  BURTON ST SE,42.9277571368632,-85.6529457063659,YTD,1772
3175435,3/28/2024 4:13:00 PM,12,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, BURKE AVE NE &  SPENCER ST NE,42.9889342023528,-85.6421763443221,YTD,1773
3175434,4/8/2024 4:15:00 AM,0,2,Rear End,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, 4TH ST NW &  LANE AVE NW,42.9752207456778,-85.6926660733902,YTD,1774
3175433,4/11/2024 2:55:00 PM,10,5,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, KALAMAZOO AVE SE &  HALL ST SE,42.9410900391438,-85.6450980729908,YTD,1775
3175432,4/11/2024 6:15:00 PM,14,5,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, 245 CHERRY ST  &  JEFFERSON AVE ,0,0,YTD,1776
3175431,4/9/2024 9:15:00 PM,17,3,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, 44TH ST SE &  44TH ST SE,42.8837928411221,-85.6137834950299,YTD,1777
3175430,4/2/2024 12:55:00 AM,20,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ALPINE AVE NW &  RICHMOND ST NW,42.9924734861537,-85.688244770088,YTD,1778
3174708,4/12/2024 5:35:00 AM,1,6,Angle,Possible Injury (C),No,No,Yes,Yes,No,No,No,,No, HALL ST SE &  MADISON AVE SE,42.9412683718843,-85.6589894246169,YTD,1779
3173877,4/27/2024 4:26:00 AM,0,7,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,No, S US 131   &  CSX TRANSPORTATION  ,42.952084622714,-85.6729148063206,YTD,1780
3173876,4/21/2024 10:44:00 PM,18,1,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BALLARD ST SE &  EASTERN AVE SE,42.9314028124871,-85.6483984859991,YTD,1781
3172014,3/28/2024 2:27:00 PM,10,5,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  BELTLINE AVE ,42.9964279628855,-85.5905170055559,YTD,1782
3170594,4/19/2024 6:49:00 PM,14,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAFAYETTE AVE SE &  LOGAN ST SE,42.9544997654882,-85.6617990220882,YTD,1783
3169804,4/19/2024 11:18:00 PM,19,6,Sideswipe-Same,Possible Injury (C),No,No,Yes,No,No,No,No,,No, DICKINSON ST SW &  ALMA PL SW,42.9330401604656,-85.6682150068228,YTD,1784
3169803,4/20/2024 6:09:00 AM,2,7,Sideswipe-Same,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No,E WEALTHY   & S DIVISION  ,42.955972846669,-85.66764664308,YTD,1785
